ARRAY;INDEX;TYPE;FR;EN;DE
RECIPE_DISPLAY_TITLES;0;0;Préparation;Preparation;Vorbereitung
RECIPE_DISPLAY_TITLES;1;0;Commentaires;Comments;Kommentare
RECIPE_DISPLAY_TITLES;2;0;Ingrédients;Ingredients;Zutaten
RECIPE_DISPLAY_TITLES;3;0;Nutrition;Nutrition;Ernährung
RECIPE_DISPLAY_TITLES;4;0;Vins;Wines;Weine
RECIPE_DISPLAY_TITLES;5;0;Opérations;Operations;
RECIPE_DISPLAY_TITLES;6;0;;;
RECIPE_PRINT_TEXT;0;0;Cette recette a été imprimée depuis le site Kookiiz;This recipe was printed from Kookiiz website.;Dieses Rezept wurde von der Seite Kookiiz ausgedruckt
RECIPE_PRINT_TEXT;1;0;Options d'impression;Printing options;Druckoptionen
RECIPE_PRINT_TEXT;2;0;Imprimer l'illustration;Print picture;Bild drucken
RECIPE_PRINT_TEXT;3;0;Imprimer les valeurs nutritives;Print nutritional information;Nährwerte drucken
RECIPE_PRINT_TEXT;4;0;Imprimer les suggestions de vins;Print wine suggestions;Weinempfehlungen drucken
RECIPE_PRINT_TEXT;5;0;Imprimer mes notes personnelles;Print personal notes;Meine persönlichen Notizen drucken
RECIPE_PRINT_TEXT;6;0;version imprimable;Printable version;Druckversion
RESTAURANTS_CATEGORIES;0;0;Traditionnelle;Traditional;Traditionell
RESTAURANTS_CATEGORIES;1;0;Française;French;Französisch
RESTAURANTS_CATEGORIES;2;0;Suisse;Swiss;Schweizerisch
RESTAURANTS_CATEGORIES;3;0;Italienne;italian;Italienisch
RESTAURANTS_CATEGORIES;4;0;Asiatique;Asian;Asiatisch
RESTAURANTS_CATEGORIES;5;0;Créative;Creative;Kreativ
RESTAURANTS_CATEGORIES;6;0;Moléculaire;Molecular;Molekular
SERVER_ERRORS;0;1;La connexion à Kookiiz a été perdue.;Connection to Kookiiz website has been lost.;
SESSION_ERRORS;0;1;Votre session Kookiiz a expiré.;Your Kookiiz session has expired.;
SESSION_ERRORS;1;1;Vous ne disposez pas des autorisations pour effectuer cette action.;You are not allowed to perform this action.;
SHARE_ALERTS;0;1;Veuillez glisser une recette pour l'associer à votre statut.;Please drag and drop a recipe in the dedicated field to link it to your status!;
SHARE_ALERTS;1;1;Veuillez inscrire un commentaire.;Please write a comment.;
SHARE_TEXTS;0;0;Choisir un statut;Choose a status;Einen Status wählen
SHARE_TEXTS;1;0;Glissez une recette;Drag & drop a recipe;Ein Rezept hierhin ziehen
SHARE_TEXTS;2;0;Mettre à jour mon statut;Update my status;Meinen Status aktualisieren
SHARE_TEXTS;3;0;Exprimer !;Share!;Abschicken!
SHARE_TEXTS;4;0;Commentaire sur mon statut;Comment on my status;
SHARE_TEXTS;5;0;Flux privé;Private events;Private Ereignisse
SHARE_TEXTS;6;0;Flux public;Public events;Öffentliche Ereignisse
SHARE_TEXTS;7;0;Les chefs les plus actifs de la communauté Kookiiz !;Most active Chefs in the community!;Die aktivsten Küchenchefs der Kookiiz Community!
SHARE_TEXTS;8;0;la recette;the recipe;das Rezept
SHARE_TEXTS;9;0;pour la recette;for the recipe;für das Rezept
SHARE_TEXTS;10;0;Commentaire sur la recette;Comment on recipe;
SHARE_TITLES;0;0;Publier;Publish;
SHARE_TITLES;1;0;Activité récente;Recent activity;
SHARE_TITLES;2;0;Classement des membres;Members chart;Rangliste der Mitglieder
SHARE_TITLES;3;0;Partager la cuisine !;Cook & Share!;
SHOPPING_ALERTS;0;1;La liste est vide;Shopping list is empty;
SHOPPING_ALERTS;1;1;Veuillez sélectionner un ami;Please select a friend;
SHOPPING_ALERTS;2;1;Veuillez spécifier un nom valide pour ce supermarché.;Please state a valid supermarket name.;
SHOPPING_ALERTS;3;1;Vous avez atteint le nombre maximum de supermarchés.;You have reached the maximum number of supermarkets.;
SHOPPING_ALERTS;4;1;Veuillez spécifier un nom de produit valide.;Please state a valid product name.;
SHOPPING_ALERTS;5;1;Vos supermarchés ont été sauvegardés.;Your supermarkets have been saved.;
SHOPPING_ALERTS;6;1;Il n'y a aucune liste de courses dans le futur.;No future shopping list.;
SHOPPING_ALERTS;7;1;La liste de courses a été envoyée à l'adresse;The shopping list was sent to the email address;
SHOPPING_ALERTS;8;1;Nouveau supermarché;New supermarket;
SHOPPING_ALERTS;9;1;Veuillez nommer le nouveau supermarché à créer.;Please give a name to the supermarket you are about to create.;
SHOPPING_ALERTS;10;1;La liste a été partagée avec;The shopping list has been shared with;
SHOPPING_ALERTS;11;1;Aucun destinataire sélectionné. La liste de courses n'a pas été envoyée.;No recipient selected. The shopping list has not been sent.;
SHOPPING_ALERTS;12;1;Aucun ami sélectionné. La liste de courses n'a pas été partagée.;No friend selected. The shopping list has not been shared.;
SHOPPING_NOTICE;0;0;Liste périmée;Expired list;Veraltete Liste
SHOPPING_NOTICE;1;0;Liste partagée avec;List shared with;Liste geteilt mit
SHOPPING_NOTICE;2;0;Liste reçue de;List received from;Liste erhalten von
SHOPPING_NOTICE;3;0;Produit absent de la base de données;Custom product;Produkt nicht in Datenbank enthalten
SHOPPING_NOTICE;4;0;Produits qui pourraient être périmés avant le jour de consommation prévu;Products that could expire before the day they are supposed to be eaten;Produkte welche vor dem geplanten Verzehr abgelaufen sein könnten
SHOPPING_NOTICE;5;0;*Ingrédient ajouté ou modifié;*Deleted or modified ingredient;*Zutaten hinzugefügt oder verändert
SHOPPING_NOTICE;6;0;Ingrédient contenu dans votre frigo;Ingredient already in your fridge;Zutaten in Ihrem Kühlschrank vorhanden
SHOPPING_STATUS;0;0;pas de courses;no shopping;keine Einkäufe
SHOPPING_STATUS;1;0;avant les repas;before meals;vor dem Essen
SHOPPING_STATUS;2;0;après les repas;after meals;nach dem Essen
SHOPPING_STATUS;3;0;par défaut;default;Standardwert
SHOPPING_TEXT;0;0;Sélectionner un ami;Select a friend;Einen Freund auswählen
SHOPPING_TEXT;1;0;Transfert d'un ingrédient;Ingredient transfer;Eine Zutat übertragen
SHOPPING_TEXT;2;0;Transfert d'une liste de courses;Shopping list transfer;Eine Einkaufsliste übertragen
SHOPPING_TEXT;3;0;Sélectionnez la liste de courses sur laquelle transférer;Select a destination shopping list;Wählen Sie die Einkaufsliste auf welche transferiert werden soll
SHOPPING_TEXT;4;0;Sélectionnez la liste de courses sur laquelle transférer tous les ingrédients.;Select a destination shopping list to which all ingredients will be transferred.;Wählen Sie die Einkaufsliste auf welche alle Zutaten transferiert werden sollen.
SHOPPING_TEXT;5;0;Mon supermarché;My supermarket;Mein Supermarkt
SHOPPING_TEXT;6;0;Vous pouvez ajouter des produits ci-dessous ou modifier les quantités existantes en survolant la liste.;You can add products below or modify existing quantities by hovering the items of the list.;Sie können Produkte nachfolgend hinzufügen oder die bestehenden Mengen bearbeiten.
SHOPPING_TEXT;7;0;Permutez les catégories de la liste de courses par glissé-déposé pour l'adapter à votre supermarché habituel, puis sauvez l'ordre personnalisé en lui attribuant un nom ci-dessous.;You can drag and drop categories of the grocery list to match your preferred supermarket disposition, then name the configuration and save it.;Passen Sie die Reihenfolge der Kategorien der Einkaufsliste Ihrem Supermarkt an, indem Sie diese anklicken, an die gewünschte Position ziehen und wieder loslassen. Sie können anschliessend die fertige Reihenfolge mit einem Namen speichern.
SHOPPING_TEXT;8;0;Supprimer ce supermarché;Delete current supermarket;Diesen Supermarkt löschen
SHOPPING_TEXT;9;0;périmée;expired;abgelaufen
SHOPPING_TEXT;10;0;partagée;shared;geteilt
SHOPPING_TEXT;11;0;Mode d'envoi;user guide;Bedienungsanleitung
SHOPPING_TEXT;12;0;saisie de l'adresse;address;Eingabe einer E-Mail-Adresse
SHOPPING_TEXT;13;0;sélection d'un ami;select a friend;Auswahl eines Freundes
SHOPPING_TEXT;14;0;Destinataire;to;Empfänger
SHOPPING_TEXT;15;0;Envoi d'une liste de courses par email;Send shopping list by email;Versand einer Einkaufsliste via E-Mail
SHOPPING_TEXT;16;0;Remplissez les champs ci-dessous pour envoyer cette liste de courses par email.;Fill in the fields below to send this shopping list by email.;Füllen Sie die folgenden Felder aus, um diese Einkaufsliste via E-Mail zu versenden.
SHOPPING_TEXT;17;0;Partage de la liste de courses;Share shopping list;Teilen Sie die Einkaufsliste
SHOPPING_TEXT;18;0;Choisissez ci-dessous l'ami avec qui partager cette liste de courses.;Select a friend with whom to share the shopping list.;Wählen Sie nachfolgend den Freund, mit welchem Sie diese Einkaufsliste teilen möchten.
SHOPPING_TEXT;19;0;Cette liste de courses est déjà partagée avec;This shopping list has already been shared with this friend.;Diese Einkaufsliste wird bereits geteilt mit
SHOPPING_TEXT;20;0;Vous pouvez imprimer la liste de courses ou la partager avec quelqu'un.;You can print the shopping list or send it to someone.;Sie können die Einkaufsliste ausdrucken oder mit jemandem teilen.
SHOPPING_TEXT;21;0;Mes listes;My shopping lists;Meine Einkaufslisten
SHOPPING_TEXT;22;0;Listes reçues;Received lists;Empfangene Einkaufslisten
SHOPPING_TEXT;23;0;Afficher le prix et le poids;Display price and weight;Preis und Gewicht anzeigen
SHOPPING_TEXT;24;0;Ma liste de courses Kookiiz;My Kookiiz shopping list;Meine Kookiiz Einkaufsliste
SHOPPING_TEXT;25;0;Afficher les illustrations;Display illustrations;Illustrationen anzeigen
SHOPPING_TEXT;26;0;Vous n'avez pas d'article dans votre liste de courses;You have no item in your shoping list;Sie haben keine Artikel in Ihrer Einkaufsliste
SHOPPING_TEXT;27;0;Coût estimé;Estimated cost;Geschätzte Kosten
SHOPPING_TEXT;28;0;Poids estimé;Estimated weight;Geschätztes Gewicht
SHOPPING_TEXT;29;0;La liste est vide;List is empty;
SHOPPING_TITLES;0;0;Compléter la liste;Edit your shopping list;Liste vervollständigen
SHOPPING_TITLES;1;0;Mes supermarchés;My supermarkets;Meine Supermärkte
SHOPPING_TITLES;2;0;Opérations;Actions;Aktionen
SHOPPING_TITLES;3;0;Remarques;Remarks;Anmerkungen
SOCIAL_ALERTS;0;1;Connexion avec;Connecting with;
SOCIAL_ALERTS;1;1;Bonjour;Hello;
SOCIAL_ALERTS;2;1;Vous pouvez lier votre profil;You can link your;
SOCIAL_ALERTS;3;1;à un compte Kookiiz existant ou en créer un.;account to an existing Kookiiz account or a create new one.;
SOCIAL_ALERTS;4;1;Ce compte est déjà lié à un profil Kookiiz. Que souhaitez-vous faire ? Vous connecter au profil Kookiiz lié ou supprimer le lien et créer un nouveau profil ?;This account is already linked to a Kookiiz profile. What do you want to do? Connect to the existing Kookiiz profil or delete the link and create a new profile?;
SOCIAL_ALERTS;5;1;Ce compte n'est pas encore connecté à un profil Kookiiz. Que souhaitez-vous faire ? Le connecter à un profil Kookiiz existant ou créer un nouveau profil ?;This account is not yet connected to a Kookiiz profile. What do you want to do? Connect to an existing Kookiiz profile or create a new one?;
SOCIAL_ALERTS;6;1;Veuillez entrez les identifiants de votre profil Kookiiz.;Please enter your Kookiiz profile credentials.;
SOCIAL_ALERTS;7;1;La connexion au réseau social a réussi et vos informations utilisateur ont été récupérées. Merci de remplir de remplir les champs incomplets pour terminer la création de votre compte Kookiiz.;Social network connection was successful and your user data has been retrieved. Please fill out the remaining fields to complete your Kookiiz subscription.;
SOCIAL_ERRORS;0;1;La connexion au compte Kookiiz a échoué.;Failed to connect to Kookiiz account with provided email/password combination.;
SOCIAL_ERRORS;1;1;La connexion au réseau social a échoué.;Connection to social network failed.;
SOCIAL_ERRORS;2;1;Erreur durant le partage de statut.;An error occurred during status publishing.;
SOCIAL_ERRORS;3;1;Cet identifiant est déjà lié à un compte Kookiiz.;This ID is already linked to a Kookiiz account.;
SOURCES_NAMES;0;0;Santé Canada, Fichier canadien sur les éléments nutritifs (2007b);Health Canada, Canadian Nutrient File Database (2007b);
SOURCES_NAMES;1;0;Société Suisse de Nutrition;Swiss Nutrition Society;
SOURCES_TEXT;0;0;Sources de Kookiiz;Kookiiz sources;Quellen von Kookiiz
SOURCES_TITLES;0;0;Valeurs nutritives;Nutrition values;Nährwert
SOURCES_TITLES;1;0;Informations sur les nutriments;Nutrient information;Informationen zu den Nährstoffen
SPORTS_ALERTS;0;1;Aucun sport ajouté;No sport activity added;
SPORTS_ERRORS;0;1;Vous avez atteint le nombre maximum de sports qu'il est possible d'ajouter au profil.;You have reached the maximum number of sports that can be added to your profile.;
SPORTS_ERRORS;1;1;Vous avez déjà ajouté ce sport à votre profil.;You have already added this sport to your profile.;
SPORTS_FREQUENCIES;0;0;1h/sem;1h/week;1h/Woche
SPORTS_FREQUENCIES;1;0;2h/sem;2h/week;2h/Woche
SPORTS_FREQUENCIES;2;0;3h/sem;3h/week;3h/Woche
SPORTS_FREQUENCIES;3;0;4h/sem;4h/week;4h/Woche
SPORTS_FREQUENCIES;4;0;5h/sem;5h/week;5h/Woche
SPORTS_FREQUENCIES;5;0;6h/sem;6h/week;6h/Woche
SPORTS_FREQUENCIES;6;0;7h/sem;7h/week;7h/Woche
SPORTS_FREQUENCIES;7;0;8h/sem;8h/week;8h/Woche
SPORTS_FREQUENCIES;8;0;9h/sem;9h/week;9h/Woche
SPORTS_FREQUENCIES;9;0;10h/sem;10h/week;10h/Woche
SPORTS_FREQUENCIES;10;0;>10h/sem;>10h/week;>10h/Woche
SPORTS_NAMES;0;0;Basket;Basketball;Basketball
SPORTS_NAMES;1;0;Cardio Fitness;Cardio Fitness;Cardio Fitness
SPORTS_NAMES;2;0;Cyclisme;Cycling;Radsport
SPORTS_NAMES;3;0;Jogging/Course à pied;Jogging;Jogging/Rennen
SPORTS_NAMES;4;0;Marche rapide;Brisk walking;Nordic Walking
SPORTS_NAMES;5;0;Musculation;Fitness;Krafttraining
SPORTS_NAMES;6;0;Natation;Swimming;Schwimmen
SPORTS_NAMES;7;0;Roller/Skate;Roller/Skate;Roller/Skate
SPORTS_NAMES;8;0;Sprint;Sprint;Sprint
SPORTS_NAMES;9;0;Squash;Squash;Squash
SPORTS_NAMES;10;0;Step/Aerobic;Step/Aerobic;Step/Aerobic
SPORTS_NAMES;11;0;Tennis;Tennis;Tennis
STATUS_NAMES;0;0;Je cuisine...;I am cooking...;Ich koche...
STATUS_NAMES;1;0;Je vais faire les courses...;I am going shopping...;Ich werde einkaufen...
STATUS_NAMES;2;0;J'ai bien aimé...;I liked...;Ich mochte...
STATUS_NAMES;3;0;Je n'ai pas aimé...;I disliked...;Ich mochte nicht...
SUBSCRIBE_ALERTS;0;1;Le compte utilisateur a été créé avec succès.;Your account was successfully created.;
SUBSCRIBE_ALERTS;1;1;Un email vous a été envoyé avec un lien pour confirmer la création de votre compte. Si vous ne l'avez pas reçu d'ici quelques minutes, vérifiez s'il n'a pas été placé dans le courrier indésirable.;An email with a link to confirm your subscription has been sent. If you don't receive this message in a few minutes, please check your junk mail box.;
SUBSCRIBE_ALERTS;2;1;Veuillez corriger les erreurs indiquées dans le formulaire.;Please correct the errors mentioned on the form.;
SUBSCRIBE_ALERTS;3;1;Vous devez accepter les conditions d'utilisation du site pour créer un compte.;You need to agree with the Terms of use to sign in.;
SUBSCRIBE_ALERTS;4;1;Votre compte Kookiiz a été créé avec succès ! Nous allons maintenant vous connecter.; Your Kookiiz account was successfully created ! We are now going to log you in.;
SUBSCRIBE_ERRORS;0;1;Certains champs n'ont pas été remplis.;Some fields are not filled in.;
SUBSCRIBE_ERRORS;1;1;Le prénom est trop court.;Your first name is too short.;
SUBSCRIBE_ERRORS;2;1;Le prénom est trop long.;your first name is too long.;
SUBSCRIBE_ERRORS;3;1;Le prénom contient des caractères interdits.;Your first name contains forbidden characters.;
SUBSCRIBE_ERRORS;4;1;Les mots de passe sont différents.;Your two passwords do not match.;
SUBSCRIBE_ERRORS;5;1;Le mot de passe est trop court.;Your password is too short.;
SUBSCRIBE_ERRORS;6;1;Le mot de passe est trop long.;Your password is too long.;
SUBSCRIBE_ERRORS;7;1;L'adresse email n'est pas valide.;Your e-mail address is not valid.;
SUBSCRIBE_ERRORS;8;1;La langue choisie n'est pas valide.;The language you chose is not valid.;
SUBSCRIBE_ERRORS;9;1;La création du compte utilisateur a échoué.;Account creation failed.;
SUBSCRIBE_ERRORS;10;1;Le nom est trop court.;Your last name is too short.;
SUBSCRIBE_ERRORS;11;1;Le nom est trop long.;Your last name is too long.;
SUBSCRIBE_ERRORS;12;1;Le nom contient des caractères interdits.;Your last name contains forbidden characters.;
SUBSCRIBE_ERRORS;13;1;Cette adresse email est déjà utilisée.;This email is already taken.;
SUBSCRIBE_ERRORS;14;1;Vous devez accepter les conditions d'utilisation.;You need to agree with the Terms of use to sign in.;
SUBSCRIBE_TEXT;0;0;J'accepte les;I agree with;Ich akzeptiere die
SUBSCRIBE_TEXT;1;0;conditions d'utilisation;the Terms of Use;Nutzungsbedingungen
SUBSCRIBE_TEXT;2;0;Une fois ces quelques champs remplis, vous aurez accès gratuitement à toutes les fonctionnalités pratiques et amusantes de la plateforme Kookiiz !;Once these few fields filled out, you'll get free access to all the useful and fun functionalities of the Kookiiz platform!;
SUBSCRIBE_TEXT;3;0;indique un champ obligatoire;indicates a mandatory field;
TABS_NAMES;0;0;Recettes;Recipes;Rezepte
TABS_NAMES;1;0;Santé;Health;Gesundheit
TABS_NAMES;2;0;Social;Social;Sozial
TABS_NAMES;3;0;Profil;Profile;Profil
TABS_NAMES;4;0;Recette;Recipe;Rezept
TABS_NAMES;5;0;Publier;Publish;Rezept
TABS_NAMES;6;0;Achats;Grocery;Einkauf
TABS_NAMES;7;0;Article;Article;Artikel
TABS_NAMES;8;0;Admin;Admin;Admin
TABS_NAMES;9;0;Traduire;Translate;Übersetzen
TABS_NAMES;10;0;Erreur;Error;Fehler
TABS_TEXT;0;0;Contenu introuvable;Not found;Inhalt unauffindbar
TABS_TEXT;1;0;L'adresse spécifiée pointe vers une page qui n'existe pas ou qui a été supprimée.;Requested content does not exist or has been removed.;Der Inhalt unter der angegebenen Adresse existiert nicht oder wurde entfernt.
TABS_TITLES;0;0;Recherche de recettes;Recipe search;
TABS_TITLES;1;0;Suivi nutritionnel;Nutrition tracking;
TABS_TITLES;2;0;Communauté;Community;
TABS_TITLES;3;0;Mon profil;My profile;
TABS_TITLES;4;0;Recette;Recipe;
TABS_TITLES;5;0;Publier ma recette;Publish my recipe;
TABS_TITLES;6;0;Ma liste de courses;My shopping list;
TABS_TITLES;7;0;Article;Article;
TABS_TITLES;8;0;Administration;Administration;
TABS_TITLES;9;0;Traduire;Translate;
TABS_TITLES;10;0;Erreur 404;Error 404;
TASTES_ALERTS;0;1;Aucun aliment spécifié;No ingredient specified;
TERMS_ALERTS;0;1;Conditions d'utilisation;Terms of use;Nutzungsbedingungen
TIPS_TEXT;0;0;Cette section s'enrichira bientôt d'articles et de vidéos sur la cuisine et la santé !;Cooking videos and articles will soon be added!;Diese Seite wird bald Artikel und Videos über die Küche und die Gesundheit erweitert!
TIPS_TITLES;0;0;Nouveautés;News;Neuigkeiten
TIPS_TITLES;1;0;Section en développement;Work in progress;Abschnitt in Bearbeitung
TWITTER_ERRORS;0;1;Echec de la connexion avec Twitter.;Connection with Twitter failed.;
UNITS_NAMES;0;0;kg;kg;kg
UNITS_NAMES;1;0;g;g;g
UNITS_NAMES;2;0;mg;mg;mg
UNITS_NAMES;3;0;l;l;l
UNITS_NAMES;4;0;dl;dl;dl
UNITS_NAMES;5;0;cl;cl;cl
UNITS_NAMES;6;0;ml;ml;ml
UNITS_NAMES;7;0;cs;Tbsp;EL
UNITS_NAMES;8;0;cc;tsp;TL
UNITS_NAMES;9;0;pc;pc;Pr
UNITS_NAMES;10;0;-;-;-
UNITS_NAMES;11;0;oz;oz;oz
UNITS_NAMES;12;0;lb;lb;lb
UNITS_NAMES;13;0;gr;gr;gr
UNITS_NAMES;14;0;fl oz;fl oz;fl oz
UNITS_NAMES;15;0;pt;pt;pt
UNITS_NAMES;16;0;gal;gal;gal
UNITS_NAMES;17;0;bol;cup;cup
UNITS_SYS_NAMES;0;0;métrique;metric;
UNITS_SYS_NAMES;1;0;impérial;imperial;
URL_HASH_INDEX;0;0;demo;demo;demo
URL_HASH_INDEX;1;0;inscription;subscribe;anmeldung
URL_HASH_TABS;0;0;menu;menu;menue
URL_HASH_TABS;1;0;nutrition;health;ernaehrung
URL_HASH_TABS;2;0;social;social;sozial
URL_HASH_TABS;3;0;profil;profile;profil
URL_HASH_TABS;4;0;recette;recipe;rezepte
URL_HASH_TABS;5;0;publier;publish;
URL_HASH_TABS;6;0;achats;grocery;einkaeufe
URL_HASH_TABS;7;0;article;article;artikel
URL_HASH_TABS;8;0;admin;admin;admin
URL_HASH_TABS;9;0;traduire;translate;uebersetzen
URL_HASH_TABS;10;0;erreur_404;error_404;fehler_404
URL_KEYS;0;0;accueil;home;startseite
URL_KEYS;1;0;sortie;disconnect;verlassen
URL_KEYS;2;0;essayer;try;versuchen
USER_ACTIVITY_LAYING;0;0;4-6h;4-6h;4-6h
USER_ACTIVITY_LAYING;1;0;6-8h;6-8h;6-8h
USER_ACTIVITY_LAYING;2;0;> 8h;> 8h;> 8h
USER_ACTIVITY_LAZY;0;0;0-2h;0-2h;0-2h
USER_ACTIVITY_LAZY;1;0;2-4h;2-4h;2-4h
USER_ACTIVITY_LAZY;2;0;4-8h;4-8h;4-8h
USER_ACTIVITY_OCCUPATION;0;0;Employé de bureau;Clerk;Büroangestellte(r)
USER_ACTIVITY_OCCUPATION;1;0;Etudiant;Student;Student
USER_ACTIVITY_OCCUPATION;2;0;Ouvrier agricole;Agricultural worker;Bauer
USER_ACTIVITY_OCCUPATION;3;0;Sportif de haut niveau;Elite sportsman;Spitzensportler(in)
USER_ACTIVITY_OCCUPATIONRATE;0;0;< 50%;< 50%;< 50%
USER_ACTIVITY_OCCUPATIONRATE;1;0;50-80%;50-80%;50-80%
USER_ACTIVITY_OCCUPATIONRATE;2;0;80-100%;80-100%;80-100%
USER_ACTIVITY_TRANSPORT;0;0;En bus;by bus;Mit dem Bus
USER_ACTIVITY_TRANSPORT;1;0;En voiture;by car;Mit dem Auto
USER_ACTIVITY_TRANSPORT;2;0;A vélo;by bike;Mit dem Velo
USER_ACTIVITY_TRANSPORT;3;0;A pied;on foot;Zu Fuss
USER_ACTIVITY_WALK;0;0;10-30min;10-30min;10-30min
USER_ACTIVITY_WALK;1;0;30-60min;30-60min;30-60min
USER_ACTIVITY_WALK;2;0;>60min;>60min;>60min
USER_ALERTS;0;1;Votre profil a été sauvegardé.;Your profile has been saved.;
USER_ALERTS;1;1;Voulez-vous vraiment supprimer votre compte Kookiiz ?;Do you really want to delete your Kookiiz account?;
USER_ALERTS;2;1;Bienvenue dans la version d'essai de Kookiiz ! Dans ce mode, certaines fonctionnalités sont indisponibles. Pour les activer, vous devez créer un compte depuis la page d'accueil. C'est gratuit !;Welcome to Kookiiz trial version. In this mode, some of our great functionalities are not available.To activate all functionalities you need to sign in from the welcome page. It is 100% free !;
USER_ERRORS;0;1;Impossible de télécharger le profil privé de cet utilisateur.;Failed to download user profile.;
USER_ERRORS;1;1;Impossible de récupérer des informations sur l'utilisateur sélectionné.;Failed to retrieve information about selected user.;
USER_ERRORS;2;1;Impossible de faire de cet utilisateur un partenaire.;Failed to add user as a partner.;
USER_ERRORS;3;1;Impossible de sauvegarder le profil utilisateur.;Failed to save user profile.;
USER_ERRORS;4;1;Vous avez atteint le nombre maximum de supermarchés.;You have reached the maximum allowed number of supermarkets.;
USER_GRADE_TEXT;0;0;Cookie;Cookie;Cookie
USER_GRADE_TEXT;1;0;point(s) Kookiiz;Kookiiz point(s);Kookiiz Punkt(e)
USER_GRADE_TEXT;2;0;point;point;Punkt
USER_GRADE_TEXT;3;0;points;points;Punkte
USER_PROPERTIES;0;0;Prénom;First name;Vorname
USER_PROPERTIES;1;0;Nom;Last name;Nachname
USER_PROPERTIES;2;0;Adresse email;Email address;E-Mail-Adresse
USER_PROPERTIES;3;0;Mot de passe;Password;Passwort
USER_PROPERTIES;4;0;Mot de passe (confirmation);Password (confirmation);Passwort (Bestätigung)
USER_PROPERTIES;5;0;Langue;Language;Sprache
USER_PROPERTIES;6;0;Sexe;Gender;Geschlecht
USER_PROPERTIES;7;0;Année de naissance;Birthday;Geburtsdatum
USER_PROPERTIES;8;0;Avatar;Avatar;Avatar
USER_TEXT;0;0;Moi;Me;Ich
USER_TEXT;1;0;Invité;Guest;Eingeladen
USER_TEXT;2;0;Vous êtes connecté en tant que;You are logged in as;
USER_TEXT;3;0;se déconnecter;log out;
VARIOUS;0;0;Chargement en cours...;Loading...;Lädt...
VARIOUS;1;0;Par défaut;By default;Standardwert
VARIOUS;2;0;nom@domaine.com;name@domain.com;name@domain.com
VARIOUS;3;0;le;the;der
VARIOUS;4;0;à;to;um
VARIOUS;5;0;Langue;Language;Sprache
VARIOUS;6;0;minute(s);minute(s);Minute(n)
VARIOUS;7;0;min;min;min
VARIOUS;8;0;caractères;characters;Zeichen
VARIOUS;9;0;aujourd'hui;today;heute
VARIOUS;10;0;maximum atteint;maximum reached;Maximum erreicht
VARIOUS;11;0;par;by;durch
VARIOUS;12;0;moi;me;ich
VARIOUS;13;0;oui;yes;ja
VARIOUS;14;0;non;no;nein
VARIOUS;15;0;haut;high;hoch
VARIOUS;16;0;bas;low;tief
VARIOUS;17;0;Merci;Thank you;Danke
VARIOUS;18;0;Aide;Help;Hilfe
VARIOUS;19;0;pas d'avis;no comment;keine Meinung
VARIOUS;20;0;ici;here;hier
VARIOUS;21;0;erreur;error;Fehler
VARIOUS;22;0;pas d'erreur;no error;kein Fehler
VARIOUS;23;0;plus;more;mehr
VIDEOS_TITLES;0;0;Recettes & Menu;Recipes & Menu;
VIDEOS_TITLES;1;0;Liste des courses;Shopping list;
VIDEOS_TITLES;2;0;Partage de la liste des courses;Shopping list sharing;
VIDEOS_TITLES;3;0;Manger équilibré;Eat healthy;
VIDEOS_TITLES;4;0;Personnaliser son suivi alimentaire;Customize your nutritional tracking;
VIDEOS_TITLES;5;0;Trucs et astuces culinaires;Cooking tips and tricks;
VIDEOS_TITLES;6;0;Partager la cuisine;Share with friends;
VISITOR_NOTICES;0;0;Les membres peuvent échanger leurs recettes préférées et leurs astuces, créer des invitations pour des repas et y convier leurs amis en quelques clics, découvrir et partager la cuisine avec le reste de la communauté !;Members can share their favorite recipes and tips, set up dinner invitations and invite their friends in a few clicks, discover and share with the community !;Mitglieder können ihre Lieblingsrezepte und Tipps austauschen, Einladungen für eine Mahlzeit erstellen und ihren Freunden mit einigen wenigen Klicks schicken und die Kochkunst mit der Communiy entdecken und teilen!
WELCOME_BUBBLES_ALERTS;0;1;Aucune aide générale disponible sur cet onglet. Cliquez sur le bouton d'aide des panneaux latéraux pour comprendre leur fonctionnement.;No general help is available for this tab. Please click on the question mark located on every side panel to display specific help.;
WELCOME_BUBBLES_TEXT;0;0;Votre expérience Kookiiz commence ici ! Recherchez des recettes par thème ou par critère. Les résultats apparaîtront dans la zone centrale (cliquez sur la loupe !).;Your Kookiiz experience starts here ! Search for recipes by theme or criteria. Results will be displayed on the central area (click on the magnifying glass to start!).;Ihr Kookiiz Erlebnis beginnt hier! Suchen Sie Rezepte nach Themen oder Krieterien. Die Resultate werden im Hauptteil der Seite angezeigt (klicken Sie auf die Lupe!).
WELCOME_BUBBLES_TEXT;1;0;Cliquez sur la bande verte en haut des cases de recettes et gardez le bouton de votre souris enfoncé pour glisser les recettes sur les ardoises ci-dessous et composer votre menu !;Click on the green strip on the upper part of the recipe box and keep the mouse button down in order to drag the recipes on the slates and plan your menu!;Klicken Sie auf das grüne Band am oberen Rand der Rezept-Boxen und halten Sie die Maustaste gedrückt um die Rezepte auf die Schiefertafeln zu legen und stellen Sie damit Ihr Menü zusammen!
