"ref";"name_fr";"name_en";"tags_fr";"tags_en";"cat";"pic";"unit";"wpu";"price";"exp";"prob"
579.00;"poulet (foie)";"chicken (liver)";"viande,volaille,abats";"meat, poultry, offal";5.00;"chicken_liver";1.00;0.00;;1.00;"4"
575.00;"poulet (gésier)";"chicken (gizzard)";"viande,volaille,abats";"meat, poultry, offal";5.00;;1.00;0.00;;1.00;"3"
919.00;"poulet (haché)";"chicken (chopped)";"viande,volaille";"meat, poultry";5.00;;1.00;0.00;3.25;1.00;"3"
5537.00;"poulet (substitut)";"chicken (substitute)";"végétarien,quorn";"vegetarian quorn";16.00;;1.00;0.00;2.15;3.00;"1"
583.00;"poulet à rôtir";"roaster";"viande,volaille";"meat, poultry";5.00;;10.00;500.00;2.00;3.00;"5"
902.00;"poulet à rôtir (aile)";"roasting chicken (wing)";"viande,volaille";"meat, poultry";5.00;;1.00;50.00;1.60;3.00;"4"
901.00;"poulet à rôtir (aileron)";"roasting chicken (wing)";"viande,volaille";"meat, poultry";5.00;;1.00;50.00;1.60;3.00;"4"
917.00;"poulet à rôtir (blanc)";"roasting chicken (white)";"viande,volaille";"meat, poultry";5.00;;1.00;0.00;1.95;3.00;"5"
895.00;"poulet à rôtir (cuisse)";"roasting chicken (thigh)";"viande,volaille";"meat, poultry";5.00;;1.00;100.00;1.70;3.00;"5"
1144.00;"poulet à tartiner";"chicken spread";;;7.00;;1.00;0.00;;1000.00;"4"
818.00;"poulet de cornouailles";"cornish";"viande,volaille";"meat, poultry";5.00;;10.00;500.00;;3.00;"3"
648.00;"poulet entier";"whole chicken";"viande,volaille";"meat, poultry";5.00;"chicken";10.00;500.00;2.00;3.00;"5"
5606.00;"poulet pané (substitut)";"fried chicken (alternate)";"végétarien,quorn";"vegetarian quorn";16.00;;1.00;0.00;2.35;3.00;"5"
3176.00;"poulpe (pieuvre)";"octopus";"fruit de mer";"seafood";15.00;;1.00;0.00;1.80;1.00;"5"
6229.00;"praline";"praline";"sucrerie,bonbon";"candy, candy";19.00;;1.00;0.00;5.00;1000.00;"4"
42.00;"provolone";"provolone";"fromage";"cheese";1.00;;1.00;0.00;1.70;5.00;"3"
1740.00;"prune";"plum";"fruit";"fruit";9.00;;1.00;35.00;0.60;7.00;"5"
1742.00;"pruneau";"prune";"fruit,sec";"fruit lp";9.00;"dry_prunes";1.00;10.00;0.80;1000.00;"5"
1673.00;"pruneau (jus)";"prune (juice)";;;9.00;;4.00;0.00;;7.00;"5"
4879.00;"pruneau (purée)";"prunes (mashed)";;;9.00;;1.00;0.00;;7.00;"4"
2173.00;"purée de pomme de terre (flocons)";"mashed potatoes (flakes)";;;11.00;;1.00;0.00;2.70;1000.00;"3"
102.00;"queso anejo";"queso anejo";"fromage";"cheese";1.00;"cheese";1.00;0.00;1.60;5.00;"4"
103.00;"queso asadero";"queso asadero";"fromage";"cheese";1.00;"cheese";1.00;0.00;1.60;5.00;"4"
104.00;"queso chihuahua";"queso chihuahua";"fromage";"cheese";1.00;"cheese";1.00;0.00;;5.00;"4"
4495.00;"quinoa";"quinoa";"céréale";"cereal";20.00;;1.00;0.00;1.00;1000.00;"3"
2345.00;"radicchio";"radicchio";"légume,racine";"vegetable, root";11.00;;1.00;0.00;;;"4"
2443.00;"radis";"radish";"légume,racine";"vegetable, root";11.00;"radish";1.00;10.00;1.50;7.00;"5"
2325.00;"radis (germes)";"radish (seeds)";;;11.00;;1.00;0.00;10.80;7.00;"4"
2196.00;"radis blanc (daikon)";"white radish (daikon)";"légume,racine";"vegetable, root";11.00;;1.00;600.00;0.40;7.00;"5"
4891.00;"raifort (crème)";"horseradish (cream)";"racine,condiment";"root, seasoning";2.00;;1.00;0.00;1.95;1000.00;"4"
1576.00;"raisin (jus)";"grapes (juice)";"boisson";"drink";9.00;;4.00;0.00;0.20;7.00;"5"
1718.00;"raisin blanc";"white grape";"fruit";"fruit";9.00;"grape";1.00;0.00;0.70;7.00;"5"
1542.00;"raisin de corinthe";"currant";"fruit,sec";"fruit lp";9.00;;1.00;0.00;1.45;1000.00;"4"
1573.00;"raisin rouge";"red grape";"fruit";"fruit";9.00;;1.00;0.00;0.75;7.00;"5"
1746.00;"raisin sec";"raisin";"fruit,sec";"fruit lp";9.00;;1.00;0.00;0.55;1000.00;"4"
1744.00;"raisin sec (doré)";"raisins (golden)";"fruit,sec";"fruit lp";9.00;;1.00;0.00;0.60;1000.00;"4"
1745.00;"raisin sec (sultana)";"raisin (sultanas)";"fruit,sec";"fruit lp";9.00;;1.00;0.00;0.70;1000.00;"4"
5941.00;"red bull";"red bull";"boisson";"drink";14.00;;4.00;0.00;0.65;1000.00;"5"
3060.00;"requin (aiguillat)";"shark (dogfish)";"poisson";"fish";15.00;;1.00;0.00;2.00;1.00;"5"
1748.00;"rhubarbe";"rhubarb";"fruit";"fruit";9.00;;1.00;0.00;0.80;7.00;"5"
2845.00;"rhum";"rum";"boisson,alcool";"beverage alcohol";14.00;;5.00;0.00;4.00;1000.00;"5"
43.00;"ricotta";"ricotta";"fromage";"cheese";1.00;;1.00;0.00;1.30;5.00;"5"
44.00;"ricotta (allégée)";"ricotta (reduced)";"fromage";"cheese";1.00;;1.00;0.00;1.30;5.00;"4"
4428.00;"riz (son)";"rice (bran)";"céréale";"cereal";20.00;;1.00;0.00;;1000.00;"4"
4476.00;"riz basmati";"basmati rice";"céréale";"cereal";20.00;;1.00;0.00;0.35;1000.00;"5"
4424.00;"riz blanc";"white rice";"céréale";"cereal";20.00;;1.00;0.00;0.10;1000.00;"5"
4471.00;"riz blanc (long grain)";"white rice (long grain)";"céréale";"cereal";20.00;;1.00;0.00;0.10;1000.00;"5"
4422.00;"riz complet";"brown rice";"céréale";"cereal";20.00;"brown_rice";1.00;0.00;0.25;1000.00;"5"
4496.00;"riz complet (long grain)";"brown rice (long grain)";"céréale";"cereal";20.00;;1.00;0.00;0.25;1000.00;"5"
4474.00;"riz parfumé";"fragrant rice";"céréale";"cereal";20.00;;1.00;0.00;0.25;1000.00;"3"
4449.00;"riz sauvage";"wild rice";"céréale";"cereal";20.00;;1.00;0.00;0.90;1000.00;"4"
3154.00;"rogue (oeufs de poisson)";"roe (fish eggs)";"fruit de mer";"seafood";15.00;;1.00;0.00;;1.00;"4"
45.00;"romano";"romano";"fromage";"cheese";1.00;;1.00;0.00;2.00;5.00;"5"
4723.00;"romarin";"rosemary";"condiment,épice";"condiment, spice";2.00;;1.00;0.00;10.00;3.00;"5"
204.00;"romarin (séché)";"rosemary (dried)";"condiment,épice";"condiment, spice";2.00;;1.00;0.00;40.00;1000.00;"4"
6259.00;"ronce élégante";"salmonberry";"plante";"plant";9.00;;1.00;0.00;;7.00;"4"
46.00;"roquefort";"roquefort";"fromage";"cheese";1.00;"roquefort";1.00;0.00;3.80;5.00;"5"
2352.00;"roquette";"rocket";"légume,salade";"vegetable salad";11.00;;1.00;0.00;2.75;7.00;"5"
5670.00;"rôti de boeuf à tartiner";"roast beef spread";;;7.00;;1.00;0.00;;1000.00;"4"
1220.00;"roulé de poulet (blanc)";"rolled chicken (white)";"viande,volaille";"meat, poultry";7.00;;1.00;0.00;;3.00;"4"
5693.00;"roulé de poulet (poitrine)";"rolled chicken (breast)";"viande,volaille";"meat, poultry";7.00;;1.00;0.00;;3.00;"4"
5283.00;"rowal";"rowala";"fruit";"fruit";9.00;;1.00;0.00;;7.00;"3"
2444.00;"rutabaga";"rutabaga";"légume";"vegetable";11.00;;10.00;350.00;0.55;7.00;"3"
205.00;"safran";"saffron";"condiment,épice";"condiment, spice";2.00;;1.00;0.00;2000.00;1000.00;"5"
5611.00;"saké (alcool de riz)";"sake (rice wine)";"boisson,alcool";"beverage alcohol";14.00;;5.00;0.00;4.00;1000.00;"4"
5684.00;"salami";"salami";"charcuterie";"delicatessen";7.00;"salami";1.00;0.00;;7.00;"5"
1201.00;"salami (boeuf et porc)";"salami (beef and pork)";"charcuterie";"delicatessen";7.00;"salami";1.00;0.00;5.00;7.00;"4"
1200.00;"salami (boeuf)";"salami (beef)";"charcuterie";"delicatessen";7.00;"salami";1.00;0.00;5.50;7.00;"4"
1202.00;"salami (dinde)";"salami (turkey)";"charcuterie";"delicatessen";7.00;"salami";1.00;0.00;3.80;7.00;"0"
1214.00;"salami (porc)";"salami (pork)";"charcuterie";"delicatessen";7.00;"salami";1.00;0.00;2.00;7.00;"4"
1203.00;"salami sec (porc et boeuf)";"dry salami (pork and beef)";"charcuterie";"delicatessen";7.00;"salami";1.00;0.00;4.00;7.00;"4"
1165.00;"salami sec (porc)";"dry salami (pork)";"charcuterie";"delicatessen";7.00;"salami";1.00;0.00;4.00;7.00;"4"
2199.00;"salsifis";"salsify";"légume";"vegetable";11.00;"salsify";1.00;0.00;1.05;7.00;"5"
3151.00;"sandre (doré)";"zander (walleye)";"poisson";"fish";15.00;;1.00;0.00;6.00;1.00;"4"
3235.00;"sandre (doré) noir";"zander (walleye) black";"poisson";"fish";15.00;;1.00;0.00;6.00;1.00;"4"
3574.00;"sanglier";"boar";"viande,chasse";"meat hunting";17.00;;1.00;0.00;;3.00;"5"
1683.00;"sapote";"sapote";"fruit";"fruit";9.00;;10.00;200.00;;7.00;"4"
1682.00;"sapotille";"sapodilla";"fruit";"fruit";9.00;;10.00;120.00;;7.00;"4"
3203.00;"sardine (dans l'huile)";"sardines (in oil)";"poisson";"fish";15.00;"sardines";1.00;0.00;1.00;1000.00;"5"
4487.00;"sarrasin (grains)";"buckwheat (seed)";"céréale";"cereal";20.00;;1.00;0.00;1.30;1000.00;"4"
207.00;"sarriette (moulue)";"savory (ground)";"condiment,épice";"condiment, spice";2.00;;1.00;0.00;;1000.00;"4"
5000.00;"sauce aigre-douce";"sweet and sour sauce";;;6.00;;1.00;0.00;0.90;1000.00;"5"
4905.00;"sauce alfredo";"alfredo sauce";;;6.00;;4.00;0.00;;1000.00;"4"
1017.00;"sauce barbecue";"barbecue sauce";;;6.00;;5.00;0.00;1.50;1000.00;"5"
998.00;"sauce béchamel";"bechamel sauce";;;6.00;;4.00;0.00;1.40;1000.00;"5"
5354.00;"sauce chili";"chili sauce";;;6.00;;1.00;0.00;1.00;1000.00;"5"
1019.00;"sauce hollandaise";"hollandaise sauce";;;6.00;;4.00;0.00;1.40;1000.00;"4"
1131.00;"sauce tartare";"tartar sauce";;;6.00;;1.00;0.00;1.30;1000.00;"5"
5341.00;"sauce teriyaki";"teriyaki sauce";;;6.00;;5.00;0.00;3.95;1000.00;"5"
2465.00;"sauce tomate";"tomato sauce";"tomate,sauce";"tomato,sauce";11.00;;1.00;0.00;0.25;1000.00;"5"
5557.00;"sauce tomate (sans sel)";"tomato sauce (no salt)";;;11.00;;1.00;0.00;0.25;1000.00;"4"
1133.00;"sauce worcester";"worcester sauce";;;6.00;;5.00;0.00;1.50;1000.00;"3"
2709.00;"saucisse (boeuf)";"sausage (beef)";"viande,saucisse";"meat, sausage";13.00;"sausage";1.00;0.00;1.50;3.00;"5"
3316.00;"saucisse (substitut)";"sausage (substitute)";"végétarien,quorn";"vegetarian quorn";16.00;"sausage";1.00;0.00;2.90;3.00;"4"
5003.00;"saucisse à hot dog";"hot dog sausage";"charcuterie";"delicatessen";7.00;"sausage";1.00;0.00;0.85;3.00;"4"
5682.00;"saucisse à rôtir";"sausage roast";"charcuterie";"delicatessen";7.00;"sausage";1.00;0.00;1.80;3.00;"5"
1182.00;"saucisse à rôtir (porc)";"roast sausage (pork)";"charcuterie";"delicatessen";7.00;"sausage";1.00;0.00;1.95;3.00;"5"
5681.00;"saucisse à rôtir (poulet)";"sausage broiler (chicken)";"charcuterie,volaille";"meats, poultry";7.00;"sausage";1.00;0.00;1.65;3.00;"4"
5668.00;"saucisse à rôtir (veau)";"sausage roasting (calf)";"charcuterie";"delicatessen";7.00;"sausage";1.00;0.00;1.85;3.00;"5"
5678.00;"saucisse au gruyère";"sausage with gruyere";"charcuterie";"delicatessen";7.00;"sausage";1.00;0.00;2.60;3.00;"3"
1177.00;"saucisse de bière (boeuf)";"beer sausage (beef)";"charcuterie";"delicatessen";7.00;"sausage";1.00;0.00;;3.00;"4"
1139.00;"saucisse de bière (porc)";"beer sausage (pork)";"charcuterie";"delicatessen";7.00;"sausage";1.00;0.00;;3.00;"4"
5384.00;"saucisse de boeuf";"beef sausage";"charcuterie";"delicatessen";7.00;"sausage";1.00;0.00;0.85;3.00;"4"
5703.00;"saucisse de boeuf (fumée)";"beef sausage (smoked)";"charcuterie";"delicatessen";7.00;"sausage";1.00;0.00;1.00;3.00;"4"
1179.00;"saucisse de bologne";"bologna sausage";"charcuterie";"delicatessen";7.00;"sausage";1.00;0.00;1.00;3.00;"5"
5383.00;"saucisse de dinde";"turkey sausage";"charcuterie,volaille";"meats, poultry";7.00;"sausage";1.00;0.00;0.95;3.00;"5"
1147.00;"saucisse de dinde (fumée)";"turkey sausage (smoked)";"charcuterie,volaille";"meats, poultry";7.00;"sausage";1.00;0.00;1.00;3.00;"4"
1199.00;"saucisse de porc";"pork sausage";"charcuterie";"delicatessen";7.00;"sausage";1.00;0.00;3.00;3.00;"5"
1167.00;"saucisse de porc (fumée)";"pork sausage (smoked)";"charcuterie";"delicatessen";7.00;"sausage";1.00;0.00;2.40;3.00;"4"
1187.00;"saucisse de poulet (fumée)";"chicken sausage (smoked)";"charcuterie";"delicatessen";7.00;"sausage";1.00;0.00;2.35;3.00;"4"
1174.00;"saucisse de vienne";"vienna sausage";"charcuterie";"delicatessen";7.00;"vienna_sausage";1.00;0.00;1.75;3.00;"5"
5685.00;"saucisse italienne (dinde)";"italian sausage (turkey)";"charcuterie,volaille";"meats, poultry";7.00;"sausage";1.00;0.00;2.35;3.00;"4"
1175.00;"saucisse italienne (porc)";"italian sausage (pork)";"charcuterie";"delicatessen";7.00;"sausage";1.00;0.00;2.40;3.00;"4"
1218.00;"saucisson";"sausage";"charcuterie";"delicatessen";7.00;"sausage";1.00;0.00;1.85;3.00;"5"
1221.00;"saucisson";"sausage";"viande";"meat";7.00;"sausage";1.00;0.00;2.60;7.00;"5"
1197.00;"saucisson (porc)";"sausage (pork)";"charcuterie";"delicatessen";7.00;"sausage";1.00;0.00;1.60;3.00;"5"
5695.00;"saucisson de bologne";"bologna";"charcuterie";"delicatessen";7.00;"sausage";1.00;0.00;1.00;3.00;"4"
1181.00;"saucisson de bologne (dinde)";"bologna (turkey)";"charcuterie,volaille";"meats, poultry";7.00;"sausage";1.00;0.00;1.00;3.00;"4"
1141.00;"saucisson de bologne (porc)";"bologna (pork)";"charcuterie";"delicatessen";7.00;"sausage";1.00;0.00;1.00;3.00;"3"
1216.00;"saucisson de bologne (poulet)";"bologna (chicken)";"charcuterie";"delicatessen";7.00;"sausage";1.00;0.00;1.00;3.00;"3"
1192.00;"saucisson de foie (porc)";"liverwurst (pork)";"charcuterie";"delicatessen";7.00;"sausage";1.00;0.00;1.60;3.00;"1"
5669.00;"saucisson de foie à tartiner";"liverwurst spread";"charcuterie";"delicatessen";7.00;"sausage";1.00;0.00;2.45;3.00;"1"
1191.00;"saucisson polonais (kielbasa)";"polish sausage (kielbasa)";"charcuterie";"delicatessen";7.00;"sausage";1.00;0.00;1.60;3.00;"2"
206.00;"sauge";"sage";"condiment,épice";"condiment,spice";2.00;;1.00;0.00;10.00;3.00;"5"
3193.00;"saumon coho";"coho";"poisson";"fish";15.00;"salmon";1.00;0.00;3.50;1.00;"5"
3183.00;"saumon d'élevage";"farmed salmon";"poisson";"fish";15.00;"salmon";1.00;0.00;3.50;1.00;"5"
5897.00;"saumon fumé";"smoked salmon";"poisson";"fish";15.00;"salmon_smoked";1.00;0.00;7.00;7.00;"5"
3158.00;"saumon kéta";"chum salmon";"poisson";"fish";15.00;"salmon";1.00;0.00;3.50;1.00;"4"
3159.00;"saumon rose";"pink salmon";"poisson";"fish";15.00;"salmon";1.00;0.00;3.50;1.00;"4"
3053.00;"saumon rouge (sockeye)";"red salmon (sockeye)";"poisson";"fish";15.00;"salmon";1.00;0.00;3.50;1.00;"5"
3156.00;"saumon sauvage";"wild salmon";"poisson";"fish";15.00;"salmon";1.00;0.00;3.50;1.00;"5"
2090.00;"scarole";"endive";"légume,salade";"vegetable salad";11.00;;1.00;300.00;0.50;7.00;"4"
3043.00;"sébaste";"redfish";"poisson";"fish";15.00;"fish";1.00;0.00;4.00;1.00;"3"
3175.00;"seiche (sèche, sepiole)";"cuttlefish (dry, cuttlefish)";"fruit de mer";"seafood";15.00;;1.00;0.00;1.80;1.00;"4"
4498.00;"seigle (grains)";"rye (grain)";"céréale";"cereal";20.00;;1.00;0.00;;1000.00;"5"
214.00;"sel";"salt";"condiment";"condiment";2.00;"salt";9.00;0.00;0.15;1000.00;"5"
4478.00;"semoule de blé dur";"semolina";"céréale";"cereal";20.00;;1.00;0.00;0.25;1000.00;"4"
4418.00;"semoule de maïs";"cornmeal";"céréale";"cereal";20.00;;1.00;0.00;0.35;1000.00;"5"
3171.00;"sériole";"amberjack";"poisson";"fish";15.00;"fish";1.00;0.00;;1.00;"3"
2598.00;"sésame (beurre)";"(sesame butter)";"céréale";"cereal";12.00;;1.00;0.00;2.00;1000.00;"4"
2522.00;"sésame (graines)";"(sesame seeds)";"céréale";"cereal";12.00;;1.00;0.00;0.85;1000.00;"5"
2125.00;"shiitake";"shiitake";"champignon";"mushroom";11.00;"mushooms";1.00;0.00;3.50;7.00;"5"
2124.00;"shiitake (séché)";"shiitake (dried)";"champignon,sec";"mushroom,dry";11.00;;1.00;0.00;6.80;1000.00;"4"
5316.00;"shortening";"shortening";"condiment";"condiment";4.00;;1.00;0.00;1.00;1000.00;"4"
4321.00;"sirop au chocolat";"chocolate syrup";;;19.00;;5.00;0.00;;1000.00;"4"
6175.00;"sirop d'érable";"maple syrup";;;19.00;;5.00;0.00;3.00;1000.00;"5"
4323.00;"sirop de maïs (clair)";"corn syrup (light)";;;19.00;;5.00;0.00;;1000.00;"4"
4322.00;"sirop de maïs (foncé)";"corn syrup (dark)";;;19.00;;5.00;0.00;;1000.00;"4"
4325.00;"sirop de malt";"malt syrup";;;19.00;;5.00;0.00;;1000.00;"5"
4327.00;"sirop de sorgho";"sorghum syrup";;;19.00;;5.00;0.00;;1000.00;"3"
5456.00;"sirop grenadine";"grenadine syrup";;;19.00;;5.00;0.00;0.35;1000.00;"5"
2853.00;"soda";"soda";"boisson";"drink";14.00;;4.00;0.00;0.25;1000.00;"5"
2858.00;"soda à l'orange";"orange soda";"boisson";"drink";14.00;;4.00;0.00;0.25;1000.00;"4"
2857.00;"soda au citron";"lemon soda";"boisson";"drink";14.00;;4.00;0.00;0.25;1000.00;"5"
2856.00;"soda au raisin";"grape soda";"boisson";"drink";14.00;;4.00;0.00;0.25;1000.00;"3"
2859.00;"soda pepper";"pepper soda";"boisson";"drink";14.00;;4.00;0.00;0.25;1000.00;"4"
2861.00;"soda racinette";"root beer";"boisson";"drink";14.00;;4.00;0.00;0.25;1000.00;"3"
2860.00;"soda tonique (quinine)";"tonic water (quinine)";"boisson";"drink";14.00;;4.00;0.00;0.25;1000.00;"4"
3400.00;"soja";"soybean";"légumineuse";"legume";16.00;"soybeans";1.00;0.00;0.70;7.00;"5"
3319.00;"soja (miso)";"soy (miso)";"soya";"soy";16.00;;1.00;0.00;;1000.00;"4"
3320.00;"soja (natto)";"soybeans (natto)";"soya";"soy";16.00;;1.00;0.00;;;"4"
3329.00;"soja (sauce)";"soy (sauce)";"condiment,soya";"condiment, soy";16.00;;5.00;0.00;2.35;1000.00;"5"
3216.00;"sole";"sole";"poisson";"fish";15.00;"flounder";1.00;0.00;4.50;1.00;"5"
4165.00;"sorbet (orange)";"sorbet (orange)";"glace";"ice";19.00;;1.00;0.00;0.90;1000.00;"5"
4432.00;"sorgho";"sorghum";"céréale";"cereal";20.00;;1.00;0.00;;1000.00;"3"
2210.00;"soya (fèves, séchées)";"soy (beans, dried)";;;11.00;;1.00;0.00;;1000.00;"3"
2208.00;"soya (fèves)";"soybeans (beans)";;;11.00;;1.00;0.00;;1000.00;"4"
4469.00;"spaghetti";"spaghetti";"pâtes";"pasta";20.00;"spaghetti";1.00;0.00;0.30;1000.00;"5"
4516.00;"spaghetti (complets)";"spaghetti (complete)";"pâtes";"pasta";20.00;"spaghetti";1.00;0.00;0.60;1000.00;"5"
4518.00;"spaghetti (épinards)";"spaghetti (spinach)";"pâtes";"pasta";20.00;"spaghetti";1.00;0.00;0.35;1000.00;"4"
3160.00;"spare doré";"scup";"poisson";"fish";15.00;"fish";1.00;0.00;;1.00;"3"
3138.00;"stromaté";"butterfish";"poisson";"fish";15.00;"fish";1.00;0.00;;1.00;"3"
4318.00;"sucre blanc";"white sugar";;;19.00;;1.00;0.00;0.15;1000.00;"5"
4317.00;"sucre brun (cassonade)";"brown sugar (brown sugar)";;;19.00;;1.00;0.00;0.55;1000.00;"5"
4320.00;"sucre d'érable";"sugar maple";;;19.00;;1.00;0.00;;1000.00;"4"
4319.00;"sucre glace";"icing sugar";;;19.00;;1.00;0.00;0.30;1000.00;"5"
1544.00;"sureau (baies)";"elderberry (berry)";"fruit";"fruit";9.00;;1.00;0.00;;7.00;"5"
3074.00;"surimi";"surimi";"snack";"snack";15.00;;1.00;0.00;2.70;3.00;"4"
3095.00;"surimi (crabe)";"surimi (crab)";"fruit de mer";"seafood";15.00;;1.00;0.00;;;"4"
3105.00;"surimi (crevette)";"surimi (shrimp)";"fruit de mer";"seafood";15.00;;1.00;0.00;2.50;3.00;"4"
1030.00;"tabasco";"tabasco";;;6.00;;5.00;0.00;5.80;1000.00;"5"
4521.00;"tagliatelle";"tagliatelle";"pâtes";"pasta";20.00;;1.00;0.00;0.90;1000.00;"5"
1689.00;"tamarins";"tamarins";"fruit";"fruit";9.00;;1.00;0.00;;7.00;"5"
3000.00;"tambour brésilien";"croaker";"poisson";"fish";15.00;"fish";1.00;0.00;;1.00;"3"
3163.00;"tambour croca";"drum hooks";"poisson";"fish";15.00;"fish";1.00;0.00;;1.00;"3"
1623.00;"tangerine";"tangerine";"fruit";"fruit";9.00;;10.00;50.00;;7.00;"5"
1624.00;"tangerine (jus)";"tangerine juice (juice)";"fruit";"fruit";9.00;;4.00;0.00;;7.00;"5"
4433.00;"tapioca (grains)";"tapioca (grains)";"céréale";"cereal";20.00;;1.00;0.00;;1000.00;"5"
2247.00;"taro";"taro";"légume";"vegetable";11.00;;1.00;0.00;;7.00;"5"
2249.00;"taro (feuilles)";"taro (leaves)";;;11.00;;1.00;0.00;;7.00;"4"
3136.00;"tassergal";"bluefish";"poisson";"fish";15.00;;1.00;0.00;;1.00;"3"
6193.00;"tef (grains)";"teff (grain)";"céréale";"cereal";20.00;;1.00;0.00;;1000.00;"4"
3147.00;"thazard";"wahoo";"poisson";"fish";15.00;;1.00;0.00;2.50;1.00;"3"
3027.00;"thazard tacheté";"spanish mackerel";"poisson";"fish";15.00;;1.00;0.00;2.50;1.00;"3"
2909.00;"thé";"tea";"boisson";"drink";14.00;;4.00;200.00;0.15;1000.00;"5"
2910.00;"thé (poudre)";"tea (powder)";;;14.00;;1.00;0.00;7.00;1000.00;"4"
3081.00;"thon (au naturel)";"tuna (in brine)";"poisson";"fish";15.00;"tuna";1.00;0.00;1.50;1000.00;"5"
3085.00;"thon (filet)";"tuna (net)";"poisson";"fish";15.00;;1.00;300.00;2.00;1.00;"5"
3079.00;"thon (pavé)";"tuna (pad)";"poisson";"fish";15.00;;1.00;300.00;2.00;1.00;"5"
3167.00;"thon albacore";"yellowfin tuna";"poisson";"fish";15.00;;1.00;0.00;2.00;1.00;"4"
3133.00;"thon blanc (au naturel)";"white tuna (in brine)";"poisson";"fish";15.00;"tuna";1.00;0.00;1.50;1000.00;"5"
3132.00;"thon blanc (dans l'huile)";"white tuna (in oil)";"poisson";"fish";15.00;;1.00;0.00;1.50;1000.00;"4"
3131.00;"thon rosé (au naturel)";"pink tuna (in brine)";"poisson";"fish";15.00;;1.00;0.00;1.50;1000.00;"5"
3207.00;"thon rosé (dans l'huile)";"pink tuna (in oil)";"poisson";"fish";15.00;"tuna_oil";1.00;0.00;1.50;1000.00;"4"
3080.00;"thon rouge";"bluefin";"poisson";"fish";15.00;"tuna";1.00;0.00;8.00;1.00;"5"
215.00;"thym";"thyme";"condiment,épice";"condiment, spice";2.00;;1.00;0.00;10.00;3.00;"5"
210.00;"thym (séché)";"thyme (dried)";"condiment,épice";"condiment, spice";2.00;;1.00;0.00;23.00;1000.00;"4"
5967.00;"tilapia";"tilapia";"poisson";"fish";15.00;"fish";1.00;0.00;;1.00;"3"
3078.00;"tile";"tile";"poisson";"fish";15.00;"fish";1.00;0.00;;1.00;"3"
48.00;"tilsit";"tilsit";"fromage";"cheese";1.00;"cheese";1.00;0.00;1.50;5.00;"5"
6178.00;"tire d'érable";"taffy";;;19.00;;1.00;0.00;;1000.00;"4"
2916.00;"tisane";"herbal tea";"boisson";"drink";14.00;;4.00;200.00;0.15;1000.00;"5"
3404.00;"tofu";"tofu";;;16.00;"tofu";1.00;0.00;;3.00;"5"
4913.00;"tofu (allégé)";"tofu (light)";;;16.00;"tofu";1.00;0.00;2.00;3.00;"4"
4912.00;"tofu (extra ferme)";"tofu (extra firm)";;;16.00;"tofu";1.00;0.00;2.00;3.00;"3"
4911.00;"tofu (ferme)";"tofu (firm)";;;16.00;"tofu";1.00;0.00;2.00;3.00;"3"
4910.00;"tofu (mou)";"tofu (soft)";;;16.00;"tofu";1.00;0.00;2.00;3.00;"4"
3331.00;"tofu (séché)";"tofu (dried)";;;16.00;"tofu";1.00;0.00;2.00;1000.00;"5"
2460.00;"tomate";"tomato";"légume";"vegetable";11.00;"tomato";10.00;60.00;0.50;7.00;"5"
2464.00;"tomate (jus)";"tomato (juice)";;;11.00;;4.00;0.00;0.50;7.00;"4"
2258.00;"tomate (pâte)";"tomato (paste)";;;11.00;;1.00;0.00;1.10;1000.00;"3"
2260.00;"tomate (poudre)";"tomato (powder)";;;11.00;;1.00;0.00;1.00;1000.00;"2"
2259.00;"tomate (purée)";"tomatoes (mashed)";;;11.00;;1.00;0.00;0.90;7.00;"4"
4849.00;"tomate jaune";"yellow tomato";"légume";"vegetable";11.00;;10.00;60.00;0.50;7.00;"3"
4880.00;"tomate orange";"tomato orange";"légume";"vegetable";11.00;;10.00;60.00;0.50;7.00;"3"
2255.00;"tomate verte";"green tomato";"légume";"vegetable";11.00;;10.00;60.00;0.50;7.00;"4"
2348.00;"tomates (séchées)";"tomatoes (dried)";"légume,sec";"vegetable, dry";11.00;;1.00;5.00;2.00;1000.00;"4"
2347.00;"tomatille";"tomatillo";"légume";"vegetable";11.00;;1.00;0.00;;7.00;"5"
2100.00;"topinambour";"jerusalem artichoke";"légume";"vegetable";11.00;;1.00;0.00;;7.00;"4"
3997.00;"tortilla";"tortilla";;;18.00;;1.00;35.00;1.40;1000.00;"5"
4048.00;"tortilla (maïs)";"tortilla (corn)";;;18.00;;1.00;35.00;1.40;1000.00;"5"
2526.00;"tournesol (graines)";"sunflower (seeds)";"céréale";"cereal";12.00;"sunflower_seeds";1.00;0.00;1.20;1000.00;"4"
4434.00;"triticale (grains)";"triticale (grain)";"céréale";"cereal";20.00;;1.00;0.00;;1000.00;"4"
6225.00;"truffes";"truffles";"sucrerie,bonbon";"candy, candy";19.00;;1.00;0.00;5.00;1000.00;"5"
3204.00;"truite";"trout";"poisson";"fish";15.00;"trout";1.00;0.00;2.00;1.00;"5"
3187.00;"truite arc-en-ciel";"rainbow trout";"poisson";"fish";15.00;"trout";1.00;0.00;2.00;1.00;"5"
3058.00;"truite de mer";"sea trout";"poisson";"fish";15.00;"trout";1.00;0.00;2.00;1.00;"4"
3161.00;"truite saumonée";"trout";"poisson";"fish";15.00;"trout";1.00;0.00;3.00;1.00;"4"
